Type,Name,Brand,Rating,Total Reviewers,log_review,recommendation_score
Moisturizer Cream,SKINHOUSE Daily Cream With Sunscreen,SKINHOUSE,4.0,8,2.1972245773362196,0.5178976282932485
Moisturizer Cream,Idebenone Glowing Face Cream,Bellflower,3.8,8,2.1972245773362196,0.48789762829324845
Moisturizer Cream,High-Potency Night-A-Mins,Origins,4.1,8,2.1972245773362196,0.5328976282932484
Moisturizer Cream,Facial Day Emulsion,Nayou Skin,4.6,8,2.1972245773362196,0.6078976282932484
Moisturizer Cream,Bellflower Coconut Daily Moisture Cream,Bee & Flower,4.4,8,2.1972245773362196,0.5778976282932485
Moisturizer Cream,Acne Cream,Theraskin Skincare,3.3,8,2.1972245773362196,0.41289762829324844
Moisturizer Cream,Hello Glow Day Cream,Dermies,4.6,8,2.1972245773362196,0.6078976282932484
Moisturizer Cream,All In One Day Cream,Lucienne,4.3,8,2.1972245773362196,0.5628976282932484
Moisturizer Cream,Super Aqua Ultra Waterfull Cream,Missha,3.8,8,2.1972245773362196,0.48789762829324845
Moisturizer Cream,"SPC 0,05 Cream",Theraskin Skincare,2.8,8,2.1972245773362196,0.33789762829324843
Moisturizer Cream,Brightening Day Cream with Sun Protection,Biotalk.id,4.9,8,2.1972245773362196,0.6528976282932486
Moisturizer Cream,Night Cream Whitening,Goddesskin,4.4,8,2.1972245773362196,0.5778976282932485
Moisturizer Cream,Age Protect Antiaging Cream,Olay,4.1,8,2.1972245773362196,0.5328976282932484
Moisturizer Cream,Water 360 Mineral Spring Intensive Moisturizing Facial Cream,Watsons,3.3,8,2.1972245773362196,0.41289762829324844
Moisturizer Cream,Moisturizing Cream,Elation,4.6,8,2.1972245773362196,0.6078976282932484
Moisturizer Cream,Night Cream with LHA,Callista Skin Treatment,2.3,8,2.1972245773362196,0.2628976282932485
Moisturizer Cream,Acne Care Calming Sleeping Mask,INNERTRUE,4.5,8,2.1972245773362196,0.5928976282932485
Moisturizer Cream,Mulberry Blemish Clearing Cream,APIEU,4.0,8,2.1972245773362196,0.5178976282932485
Moisturizer Cream,Sebo Vegetal,Yves Rocher,3.8,8,2.1972245773362196,0.48789762829324845
Moisturizer Cream,Qi & Jin Cream,The History of Whoo,3.3,8,2.1972245773362196,0.41289762829324844
Moisturizer Cream,Cream Malam Kulit Normal,Larissa,3.3,8,2.1972245773362196,0.41289762829324844
Moisturizer Cream,Total Effect Whip Active Moisturizer,Olay,3.4,8,2.1972245773362196,0.42789762829324846
Moisturizer Cream,shiseido waso hydrating cream,Shiseido,4.0,8,2.1972245773362196,0.5178976282932485
Moisturizer Cream,ERHA.DNA Night Moisturizer,ERHA,4.4,8,2.1972245773362196,0.5778976282932485
Moisturizer Cream,Whitening Glow Day Cream with Sunscreen,All Perfect,5.0,8,2.1972245773362196,0.6678976282932485
Moisturizer Cream,All Clean Blemish Cream,Heimish,4.1,8,2.1972245773362196,0.5328976282932484
Moisturizer Cream,Tea Tree Biome Blemish Cica Cream,Mediheal,5.0,8,2.1972245773362196,0.6678976282932485
Moisturizer Cream,Lightening Night Cream,Zalfa Natural,4.5,8,2.1972245773362196,0.5928976282932485
Moisturizer Cream,Acne Day Cream,ML Your Skin Solution,4.9,8,2.1972245773362196,0.6528976282932486
Moisturizer Cream,Ace Genius Day Face Cream,Aceskin,5.0,8,2.1972245773362196,0.6678976282932485
Moisturizer Cream,NovAge Bright Sublime SET,Oriflame,4.8,8,2.1972245773362196,0.6378976282932485
Moisturizer Cream,Whitening Spots Care and Brighten Day Cream,SK-II,3.6,7,2.0794415416798357,0.4525806221395837
Moisturizer Cream,Advanced Dynamics Soothing Night Moisture,Jafra,3.6,7,2.0794415416798357,0.4525806221395837
Moisturizer Cream,Water Bomb Cream,Wonjin Effect,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,Day Cream Brightening,Azloe,2.7,7,2.0794415416798357,0.3175806221395837
Moisturizer Cream,Citrus Cream,The Skin Rapha,3.9,7,2.0794415416798357,0.4975806221395837
Moisturizer Cream,Vital Vitamin Cream,Mamonde,5.0,7,2.0794415416798357,0.6625806221395837
Moisturizer Cream,Hydra Vegetal Creme Riche Hydratation Non-stop 48h,Yves Rocher,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,Sakura Collagen PT. Meiji Indonesia,MCI,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Clear Palm,A.Stop,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,Moreskin Soft & White,Moreskin,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,Yves Rocher Sensitive Camomille Soothing Light Cream 50 ml,Yves Rocher,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,Youth Expert Ageless+ Day Cream,Rivera,4.6,7,2.0794415416798357,0.6025806221395836
Moisturizer Cream,Renewal Cream,Theraskin Skincare,2.1,7,2.0794415416798357,0.2275806221395837
Moisturizer Cream,Repleneshing Night Cream,Ocean Fresh,3.9,7,2.0794415416798357,0.4975806221395837
Moisturizer Cream,Acne Cream,Pyunkang Yul,3.4,7,2.0794415416798357,0.4225806221395837
Moisturizer Cream,Orchidee Imperiale the Cream,Guerlain,5.0,7,2.0794415416798357,0.6625806221395837
Moisturizer Cream,Dual Moist Comfort Cream,Olivarrier,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Night Cream Herba,Halwey Skincare,4.3,7,2.0794415416798357,0.5575806221395836
Moisturizer Cream,Translucent Glow Cream,Charlotte Kay,4.9,7,2.0794415416798357,0.6475806221395838
Moisturizer Cream,Madecassoside Cica Cream,CHARIS,3.9,7,2.0794415416798357,0.4975806221395837
Moisturizer Cream,Whitening Cream,Theraskin Skincare,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Acne Care Cream,La Tulipe,2.0,7,2.0794415416798357,0.21258062213958367
Moisturizer Cream,Total Effect 7 in One Advanced daily Moisturiser with Cooling Essence,Olay,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,Badecasil Day Cream,23 Years Old,4.6,7,2.0794415416798357,0.6025806221395836
Moisturizer Cream,Ultimate Night Cream,Maresha Skincare,3.4,7,2.0794415416798357,0.4225806221395837
Moisturizer Cream,Vita Snail Cream Vitamin C,The Skin House,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,Se Olla Caviar & Ginseng Cream,Le d'Olla,4.4,7,2.0794415416798357,0.5725806221395837
Moisturizer Cream,Hydro-aid Moisturizing Soothing Cream,Sulwhasoo,3.9,7,2.0794415416798357,0.4975806221395837
Moisturizer Cream,Clean Face Oil-Free Control Cream,The Face Shop,3.4,7,2.0794415416798357,0.4225806221395837
Moisturizer Cream,Medicica Calming Cream,Skin&Lab,5.0,7,2.0794415416798357,0.6625806221395837
Moisturizer Cream,Blueberry Rebalancing Cream,Innisfree,3.9,7,2.0794415416798357,0.4975806221395837
Moisturizer Cream,Jojoba Moisturizer Cream,Sbcskin,4.9,7,2.0794415416798357,0.6475806221395838
Moisturizer Cream,Acne Day Cream,Immortal,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Milk and Honey Day Cream,Oriflame,3.4,7,2.0794415416798357,0.4225806221395837
Moisturizer Cream,Brightening Night Cream,Adleeva,4.6,7,2.0794415416798357,0.6025806221395836
Moisturizer Cream,Bulgarian Rose Satin Cream,Heimish,4.1,7,2.0794415416798357,0.5275806221395836
Moisturizer Cream,Platinum Acne Day Cream,MEDGLOW,5.0,7,2.0794415416798357,0.6625806221395837
Moisturizer Cream,Snail EX Ultimate Boost Facial Essence,Jumiso,4.4,7,2.0794415416798357,0.5725806221395837
Moisturizer Cream,Alpha Marine Brigthening Night Cream,Daily Cole,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,EVERY MORNING MOISTURISER,Goodness,4.1,7,2.0794415416798357,0.5275806221395836
Moisturizer Cream,Benefiance WrinkleResist24 Day Cream,Shiseido,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,Multi-Active Day Cream,Clarins,4.1,7,2.0794415416798357,0.5275806221395836
Moisturizer Cream,Crescent White Full Cycle Brightening Moisture Creme,Estee Lauder,3.5,7,2.0794415416798357,0.4375806221395837
Moisturizer Cream,Vinosource Moisturizing Sorbet,Caudalie,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Sublime Anti Wrinkle Care,Corine de Farme,4.2,7,2.0794415416798357,0.5425806221395837
Moisturizer Cream,Toning White C Tone Up Cream,Etude House,4.4,7,2.0794415416798357,0.5725806221395837
Moisturizer Cream,Day Cream Acne,Goddesskin,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,Bio-bounce Collagen Essence Cream,Bio-Essence,4.3,7,2.0794415416798357,0.5575806221395836
Moisturizer Cream,Anti Aging Cream Light,Beaussentials,4.9,7,2.0794415416798357,0.6475806221395838
Moisturizer Cream,Black Snail Collagen Cream,Coxir,4.4,7,2.0794415416798357,0.5725806221395837
Moisturizer Cream,InBetween Tone Correcting Cream,Blithe,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,NovAge True Perfection Day Cream,Oriflame,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Natural Protection Day Cream,Ocean Fresh,4.1,7,2.0794415416798357,0.5275806221395836
Moisturizer Cream,Propolis 80 Cream,PureHeals,4.4,7,2.0794415416798357,0.5725806221395837
Moisturizer Cream,Aloe Gal,Mineral Botanica,4.9,7,2.0794415416798357,0.6475806221395838
Moisturizer Cream,Cream Pagi Kulit Normal,Larissa,3.6,7,2.0794415416798357,0.4525806221395837
Moisturizer Cream,White Milk Cream,3CE,3.9,7,2.0794415416798357,0.4975806221395837
Moisturizer Cream,G9 Skin White in Whipping Cream,Berrisom,3.1,7,2.0794415416798357,0.3775806221395837
Moisturizer Cream,HDDN LAB Open Your Ice Cream,SNP,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,Daily Moisturizer,Amoorea,3.3,7,2.0794415416798357,0.4075806221395837
Moisturizer Cream,The Chok Chok Green Tea Watery Cream,Tony Moly,4.1,7,2.0794415416798357,0.5275806221395836
Moisturizer Cream,Glowing Moist Cloud Cr̬me,Westcare,4.3,7,2.0794415416798357,0.5575806221395836
Moisturizer Cream,Aquabloom Oil-Free Moisturizer,The Bath Box,4.3,7,2.0794415416798357,0.5575806221395836
Moisturizer Cream,Porcelain Face Puree,My Skin Hero,4.7,7,2.0794415416798357,0.6175806221395838
Moisturizer Cream,18 Moisture Cream,APIEU,4.0,7,2.0794415416798357,0.5125806221395837
Moisturizer Cream,Natural Phyto Whitening Cream,Sarange,3.7,7,2.0794415416798357,0.46758062213958373
Moisturizer Cream,Gokmul Crema Caracol Cream,Jaminkyung,3.6,6,1.9459101490553132,0.44655269772470185
Moisturizer Cream,Moistfull Collagen Deep Cream,Etude House,3.3,6,1.9459101490553132,0.4015526977247018
Moisturizer Cream,Vita Duo Cream Joan Day Joan Night,Neogen,3.8,6,1.9459101490553132,0.4765526977247018
Moisturizer Cream,White Botanical,Yves Rocher,3.3,6,1.9459101490553132,0.4015526977247018
Moisturizer Cream,Radiant Night Cream,Esther Cosmetic,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,C.E.O. C + E anti Oxidant Moisturizer,Sunday Riley,3.8,6,1.9459101490553132,0.4765526977247018
Moisturizer Cream,Pomegranate Nutri-Moisturizing Cream,Frudia,4.5,6,1.9459101490553132,0.5815526977247019
Moisturizer Cream,Dream Bright Tone-Up Day Cream,Zoya Cosmetics,3.2,6,1.9459101490553132,0.38655269772470185
Moisturizer Cream,Pure Cherry Blossom Cream,Nature Republic,3.7,6,1.9459101490553132,0.46155269772470187
Moisturizer Cream,Acne Clear+ Soothing Face Cream,Marina,3.5,6,1.9459101490553132,0.43155269772470184
Moisturizer Cream,lumiere gold daily cream,Onsaemeein,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,Every Night Skin Lightening Moisturizing Cream,Inez Cosmetics,3.3,6,1.9459101490553132,0.4015526977247018
Moisturizer Cream,Future Solution LX Total Regenerating Cream,Shiseido,5.0,6,1.9459101490553132,0.6565526977247018
Moisturizer Cream,Aqua Hyaluronic Acid Water Drop Cream,Elizavecca,4.3,6,1.9459101490553132,0.5515526977247017
Moisturizer Cream,Seaweed Night Cream,Mario Badescu,4.3,6,1.9459101490553132,0.5515526977247017
Moisturizer Cream,Daylight Radiance Cream,Terra Beaute,4.3,6,1.9459101490553132,0.5515526977247017
Moisturizer Cream,Snail EX Ultimate Barrier Facial Cream,Jumiso,4.3,6,1.9459101490553132,0.5515526977247017
Moisturizer Cream,Elizabeth Arden Vitamin C Ceramide Capsules Radiance Renewal Serum,Elizabeth Arden,4.8,6,1.9459101490553132,0.6265526977247018
Moisturizer Cream,Instabright Tone Up SPF 30 PA++,Pond's,3.5,6,1.9459101490553132,0.43155269772470184
Moisturizer Cream,Youth Expert Ageless+ Night Cream,Rivera,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,Night Brightening and Moisturizing Cream,Sbcskin,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,Exfoliant Night Cream 8% AHA,Sbcskin,5.0,6,1.9459101490553132,0.6565526977247018
Moisturizer Cream,UV Protect Moist Sunscreen SPF 30 PA++++,Teratu Beauty,4.3,6,1.9459101490553132,0.5515526977247017
Moisturizer Cream,AHA Regenerating Night Cream,Ristra,3.0,6,1.9459101490553132,0.35655269772470183
Moisturizer Cream,Optimals White Radiance Night Cream Normal Combination Skin,Oriflame,3.5,6,1.9459101490553132,0.43155269772470184
Moisturizer Cream,Red Cream,Skin&Lab,3.7,6,1.9459101490553132,0.46155269772470187
Moisturizer Cream,Badecasil Cera3+,23 Years Old,4.5,6,1.9459101490553132,0.5815526977247019
Moisturizer Cream,Whitening Dress,Cosnori,4.3,6,1.9459101490553132,0.5515526977247017
Moisturizer Cream,Good In Bed Passionfruit Softening Night Cream,GlamGlow,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,DW-EGF Toner and Cream,Orly,5.0,6,1.9459101490553132,0.6565526977247018
Moisturizer Cream,Super Aqua Max Moisture Watery Cream,Nature Republic,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,hazeline white&natural whitening cream,Hazeline,4.8,6,1.9459101490553132,0.6265526977247018
Moisturizer Cream,Amber Rose Facial Dream Cream,Sensatia Botanicals,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,Tone Up Cream Light,Beaussentials,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,Dual Super Power Radiance Cream,Gilla8,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,Nutrition Herb Origin Cream,NACIFIC,3.7,6,1.9459101490553132,0.46155269772470187
Moisturizer Cream,Azulene Calming Overnight Cream,Bellflower,5.0,6,1.9459101490553132,0.6565526977247018
Moisturizer Cream,Acne Night Cream,Kezia Skincare,4.5,6,1.9459101490553132,0.5815526977247019
Moisturizer Cream,Whitening Day Cream,MEDGLOW,5.0,6,1.9459101490553132,0.6565526977247018
Moisturizer Cream,Daily Facial Moisturizer,Vanicream,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,Creme Fraiche de Beaute Light-Combination Skin,Nuxe,4.0,6,1.9459101490553132,0.5065526977247018
Moisturizer Cream,Essence,Atomy,3.3,6,1.9459101490553132,0.4015526977247018
Moisturizer Cream,The Chok Chok Green Tea Intense Cream,Tony Moly,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,ERHA.DNA Day Moisturizer,ERHA,4.8,6,1.9459101490553132,0.6265526977247018
Moisturizer Cream,Brightening Night Cream,Airinderm Aesthetic,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,Glow up Serum Night Cream,YOU Beauty,4.5,6,1.9459101490553132,0.5815526977247019
Moisturizer Cream,Glutathione Day Cream,Dr. Brandon,4.7,6,1.9459101490553132,0.6115526977247019
Moisturizer Cream,24K Gold Moisturizing Day Cream SPF 25,Nurish Organiq,3.5,6,1.9459101490553132,0.43155269772470184
Moisturizer Cream,Hydrate Glow Night Cream,Dermaluz,3.8,6,1.9459101490553132,0.4765526977247018
Moisturizer Cream,Just Geranium Dream Cream,Sensatia Botanicals,3.6,5,1.791759469228055,0.4395939696815202
Moisturizer Cream,Love Nature Day Cream,Oriflame,3.0,5,1.791759469228055,0.3495939696815201
Moisturizer Cream,Galactomyces 70 Cream,PureHeals,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Color-smart day moisturizer oil free,Shiseido,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Hydra Beauty Cream,Chanel,3.2,5,1.791759469228055,0.37959396968152015
Moisturizer Cream,Night Cream,Natasha,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,G̩nifique Cr̬me Youth Activating Day Cream,Lancome,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Intensive Whitening Cream,La Tulipe,3.2,5,1.791759469228055,0.37959396968152015
Moisturizer Cream,Whitening Night Cream,Mazaya,3.2,5,1.791759469228055,0.37959396968152015
Moisturizer Cream,Marine Care Rich Cream,Heimish,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Benefiance Wrinkle Smoothing Cream Enriched,Shiseido,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Nourishing Smoothie Cream,Hiqween,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Platinum Whitening Night Cream,MEDGLOW,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Ultimate White Luminous Day Cream with UV Protection,Wan Shan,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Cellular Swiss Ice Crystal Cream,La Prairie,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Super Aqua Cell Renew Snail Cream,Missha,4.5,5,1.791759469228055,0.5745939696815202
Moisturizer Cream,Evivesse Skin Rescheduling Night Cream,Revlon,2.4,5,1.791759469228055,0.25959396968152015
Moisturizer Cream,White Cream,Astalift,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Beauty Magic Cream,Egyptian Beauty Skin,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Moon Drops,Revlon,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,ultima II procollagen supreme caviar,ULTIMA II,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,renewed hope in a jar,Philosophy,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,ERHA.DNA Night Moisturizer,ERHA,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Acne Defense Night Cream,Zap,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Daily Hydration Barrier Creme,Naraki,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Brightening Day Cream,Quesella,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Jeju Pomegranate Revitalizing Capsule Cream,Innisfree,3.4,5,1.791759469228055,0.4095939696815202
Moisturizer Cream,Optimals Hydra Matte Balancing Day Fluid,Oriflame,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Pomegranate Day Cream,Breylee,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Resilience Multi-Effect Tri-Peptide Face and Neck Creme SPF 15,Estee Lauder,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Elizabeth Arden 8 hours Cream,Elizabeth Arden,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Black Snail Original Cream,Secret Key,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Nude Fantasy Whitening Cream,chica y chico,3.8,5,1.791759469228055,0.4695939696815201
Moisturizer Cream,Balancium B5 D-Panthenol Cream,Cosrx,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Oxy Intensive Cream,Melilea Botanical Skin Care,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Skin Revitalizer,Melilea Botanical Skin Care,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,NovAge Bright Sublime Advanced Brightening Night Cream,Oriflame,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Be Bright Day Cream,EverShine,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Snowise Brightening Cream,Sulwhasoo,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Ultra-Light UV Defense,Ingenia,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Moisturizing Cream,Glikoderm,2.8,5,1.791759469228055,0.3195939696815201
Moisturizer Cream,Morning Drizzle Waterdrop Cream,Soroci,3.6,5,1.791759469228055,0.4395939696815202
Moisturizer Cream,Morning Drizzle Calming Cream,Soroci,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,Why Acne Day Cream,Ertos,2.6,5,1.791759469228055,0.2895939696815202
Moisturizer Cream,Capture Youth Age-Delay Advanced Cr̬me,Dior,3.6,5,1.791759469228055,0.4395939696815202
Moisturizer Cream,Glutathione Night Cream,Dr. Brandon,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Acne Day Cream,MEDGLOW,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Glo It Up COQ10+++ Intensive Cream,Mineral Botanica,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Temulawak Anti Acne Plus Brightening Herbal Day Cream,Roro Mendut,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,Myeonguihyang Secret Court Cream,The History of Whoo,3.2,5,1.791759469228055,0.37959396968152015
Moisturizer Cream,Bright Plus Brightening Repairing Night Cream,Clarins,4.3,5,1.791759469228055,0.5445939696815201
Moisturizer Cream,Immortelle Brightening Moisture Cream,L'Occitane,3.3,5,1.791759469228055,0.39459396968152016
Moisturizer Cream,Sweet Black Tea and Ginger Mattefying Moisturizer,JUARA,3.7,5,1.791759469228055,0.4545939696815202
Moisturizer Cream,Precious White Moisturizer,Fanbo,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Banana Souffl̩ Moisture Cream,Glow Recipe,3.8,5,1.791759469228055,0.4695939696815201
Moisturizer Cream,Tiger Cica Moisturizer Balm,It's Skin,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Love Nature Brightening Face Cream,Oriflame,3.4,5,1.791759469228055,0.4095939696815202
Moisturizer Cream,Night Cream Brightening,Key Glow,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Moreskin Anti Acne,Moreskin,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Night Moisturizing Cream,Sbcskin,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Olay Natural White 7in1 Fairness Cream + Serum Swirl,Olay,3.8,5,1.791759469228055,0.4695939696815201
Moisturizer Cream,Krem Malam,Sariayu,3.4,5,1.791759469228055,0.4095939696815202
Moisturizer Cream,Hyal Reyouth Cream,Dr. Ceuracle,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Beauty Filter Cream Glow,Son & Park,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Stratia Liquid Gold,Stratia,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Exclusive Night Cream,Bening's Indonesia,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Age Miracle Youthful Glow Retinol Night Cream,Pond's,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Queen Multiactive White Advance Night Cream,Viva Cosmetics,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Brightening Day Cream,ISA Beauty,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Panda Dream White Magic Cream,Tony Moly,3.0,5,1.791759469228055,0.3495939696815201
Moisturizer Cream,Fresh Apple Sparkling Pore Cream,SKINFOOD,3.2,5,1.791759469228055,0.37959396968152015
Moisturizer Cream,Dream Bright Night Cream,Zoya Cosmetics,3.4,5,1.791759469228055,0.4095939696815202
Moisturizer Cream,Glowstarter Mega Illuminating Moisturizer,GlamGlow,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Guerisson 9 complex,Guerlain,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Emollient Extra Comfort Cream,Olivarrier,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Bright Night Cream,Collagen by Watsons,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,Whitening Cream,Kitoderm,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Olive & Honey Biostimulant Night Repair,LM Traditional Cosmetic,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Centel Get Back Cream,So natural,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Acne Daily Protection Cream,Alca Active Care,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Day Cream,Key Glow,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Glow Acne Centella Day Cream,Ella Skincare,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,Oily Skin Whitening Day Cream,MEDGLOW,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Whitening Night Cream,MEDGLOW,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Clarifique Milky Cream,Lancome,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,Tamanu Oil Barrier Relief Cream,Bellflower,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Retinol Lifting/Firming Face And Neck Cream,Breylee,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Snow Jewel Empress Cream SPF 50 PA++,Precious,4.2,5,1.791759469228055,0.5295939696815202
Moisturizer Cream,Exclusive Day Cream,Bening's Indonesia,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,La Rose De Damas All Day Cream,Westcare,4.6,5,1.791759469228055,0.5895939696815201
Moisturizer Cream,Very Berry Acne Treatment Oil Control Night Cream,B Erl Cosmetic,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Hi! Bright Creme Moisturizer,Joylab,5.0,5,1.791759469228055,0.6495939696815202
Moisturizer Cream,Hydrabright Moisturizer,Dr. Brandon,4.4,5,1.791759469228055,0.5595939696815202
Moisturizer Cream,Acne Water Cream,Dear Me Beauty,4.8,5,1.791759469228055,0.6195939696815201
Moisturizer Cream,moisturizer for sensitive skin,Rosken,3.7,5,1.791759469228055,0.4545939696815202
Moisturizer Cream,Creme Fraiche de Beaute for Normal Skin,Nuxe,4.0,5,1.791759469228055,0.49959396968152014
Moisturizer Cream,Hope In a Jar Night Cream,Philosophy,4.7,4,1.6094379124341003,0.596363541300923
Moisturizer Cream,Fresh Day Cream,Kanebo,4.0,4,1.6094379124341003,0.49136354130092286
Moisturizer Cream,Optimals White Radiance Day Cream SPF 15,Oriflame,3.0,4,1.6094379124341003,0.3413635413009229
Moisturizer Cream,Redness Relieving Night Moisturizer,Cetaphil,4.5,4,1.6094379124341003,0.5663635413009229
Moisturizer Cream,Acne Therapy Night Cream,Larissa,3.5,4,1.6094379124341003,0.4163635413009229
Moisturizer Cream,Cicapro,Make Prem,4.8,4,1.6094379124341003,0.6113635413009229
Moisturizer Cream,24K Gold Day Cream SPF25/PA++,Bio-Essence,4.8,4,1.6094379124341003,0.6113635413009229
Moisturizer Cream,Balea Q10 anti-falten tagescreme,BALEA,4.0,4,1.6094379124341003,0.49136354130092286
Moisturizer Cream,Moisture Cream,Curel,4.5,4,1.6094379124341003,0.5663635413009229
